,cnLibCat,ecoCat
782,TN919.81,电信
783,TN919.8,电信
784,TN915,电信
785,TN919.3,电信
786,TN919.85,电信
787,TN915.06,电信
788,TN914.42,电信
789,TN919.81,电信
790,TN929,电信
791,TN919,电信
792,TN919.5,电信
793,TN919.5,电信
794,TN915.6,电信
795,TN915.07,电信
796,TN919.8,电信
797,TN915.6,电信
798,TN915.5,电信
799,TN919.8,电信
800,TN915.07,电信
801,TN915.1,电信
802,TN919.3,电信
803,TN915.07,电信
804,TN918.1,电信
805,TN915.5,电信
806,TN919.8,电信
807,TN915,电信
808,TN915.04,电信
809,TN915.1,电信
810,TN919.3,电信
811,TN919.3,电信
812,TN915.08,电信
813,TN915.04,电信
814,TN919.3,电信
815,TN915.6,电信
816,TN915,电信
817,TN919.81,电信
818,TN919.8,电信
819,TN915.08,电信
820,TN919.8,电信
821,TN915.06,电信
822,TN915.07,电信
823,TN919.2,电信
824,TN915.2,电信
825,TN918.91,电信
826,TN915.07,电信
827,TN915,电信
828,TN915.06,电信
829,TN915,电信
830,TN915.5,电信
831,TN919.5,电信
832,TN915.08,电信
833,TN919.81,电信
834,TN919.3,电信
835,TN915.07,电信
836,TN915.5,电信
837,TN915.04,电信
838,TN915.5,电信
839,TN915,电信
840,TN915.6,电信
841,TN941.4,电信
842,TN919.5,电信
843,TN915.1,电信
844,TN915,电信
845,TN915.04,电信
846,TN919.8,电信
847,TN915,电信
848,TN914.2,电信
849,TN915.07,电信
850,TN915.6,电信
851,TN915.07,电信
852,TN919.3,电信
853,TN919.5,电信
854,TN915.06,电信
855,TN918.91,电信
856,TN919.8,电信
857,TN919.3,电信
858,TN915.04,电信
859,TN915.04,电信
860,TN917,电信
861,TN919.8,电信
862,TN919.5,电信
863,TN917.8,电信
864,TN915.2,电信
865,TN915.6,电信
866,TN919.81,电信
867,TN915.07,电信
868,TN919.8,电信
869,TN919.8,电信
870,TN919.3,电信
871,TN919.8,电信
872,TN919.5,电信
873,TN915,电信
874,TN915.07,电信
875,TN919.8,电信
876,TN919.82,电信
877,TN915.06,电信
878,TN917.81,电信
879,TN916.2,电信
880,TN929.52,电信
881,TN919.8,电信
882,TN915.07,电信
883,TN918.91,电信
884,TN919.5,电信
885,TN915.1,电信
886,TN919.2,电信
887,TN914.5,电信
888,TN919.3,电信
889,TN915.6,电信
890,TN915.1,电信
891,TN915.08,电信
892,TN929.53,电信
893,TN919.1,电信
894,TN919.85,电信
895,TN918.91,电信
896,TN919.85,电信
897,TN915,电信
898,TN919.8,电信
899,TN919.81,电信
900,TN919.8,电信
901,TN919.5,电信
902,TN915,电信
903,TN915.06,电信
904,TN919,电信
905,TN919.8,电信
906,TN915.1,电信
907,TN915.08,电信
908,TN919.31,电信
909,TN918.91,电信
910,TN915.5,电信
911,TN914.5,电信
912,TN915.2,电信
913,TN915.5,电信
914,TN915.6,电信
915,TN915.04,电信
916,TN915.07,电信
917,TN915.07,电信
918,TN915.07,电信
919,TN919.31,电信
920,TN919.3,电信
921,TN919.8,电信
922,TN914,电信
923,TN915.06,电信
924,TN919.3,电信
925,TN915.5,电信
926,TN919.3,电信
927,TN919.05,电信
928,TN919.3,电信
929,TN915.1,电信
930,TN919.5,电信
931,TN915,电信
932,TN915.1,电信
933,TN915,电信
934,TN915.07,电信
935,TN919.8,电信
936,TN915.06,电信
937,TN914,电信
938,TN915.07,电信
939,TN92,电信
940,TN918.91,电信
941,TN919.85,电信
942,TN919.82,电信
943,TN915.4,电信
944,TN918.91,电信
945,TN914,电信
946,TN915.5,电信
947,TN919.3,电信
948,TN919.2,电信
949,TN919.3,电信
950,TN915.07,电信
951,TN915.07,电信
952,TN919.3,电信
953,TN915.07,电信
954,TN929.8,电信
955,TN914,电信
956,TN915.06,电信
957,TN915.06,电信
958,TN915.6,电信
959,TN918.91,电信
960,TN915.04,电信
961,TN918,电信
962,TN915.08,电信
963,TN919.5,电信
964,TN915.04,电信
965,TN915.07,电信
966,TN915.07,电信
967,TN919.3,电信
968,TN919.01,电信
969,TN915.07,电信
970,TN915.5,电信
971,TN915.06,电信
972,TN919.81,电信
973,TN915.1,电信
974,TN915.07,电信
975,TN919.8,电信
976,TN918.7,电信
977,TN915.02,电信
978,TN919.3,电信
979,TN919.5,电信
980,TN915.1,电信
981,TN915.1,电信
982,TN919.5,电信
983,TN919.8,电信
984,TN915.11,电信
985,TN915.5,电信
986,TN919.8,电信
987,TN919.8,电信
988,TN915.1,电信
989,TN915.04,电信
990,TN919.8,电信
991,TN919.3,电信
992,TN919.3,电信
993,TN918,电信
994,TN919.1,电信
995,TN915.04,电信
996,TN917,电信
997,TN915.07,电信
998,TN916.2,电信
999,TN915.07,电信
1000,TN919.8,电信
1001,TN914,电信
1002,TN915.5,电信
1003,TN914.5,电信
1004,TN915.07,电信
1005,TN92,电信
1006,TN929.53,电信
1007,TN915.06,电信
1008,TN914.52,电信
1009,TN914,电信
1010,TN915.2,电信
1011,TN915.07,电信
1012,TN915.142,电信
1013,TN919.82,电信
1014,TN919.5,电信
1015,TN915.06,电信
1016,TN915.06,电信
1017,TN916.2,电信
1018,TN915,电信
1019,TN919.5,电信
1020,TN915.07,电信
1021,TN915,电信
1022,TN915.6,电信
1023,TN919.5,电信
1024,TN919.8,电信
1025,TN919.3,电信
1026,TN915,电信
1027,TN915,电信
1028,TN915,电信
1029,TN919.85,电信
1030,TN919.3,电信
1031,TN915.07,电信
1032,TN915.1,电信
1033,TN919.5,电信
1034,TN919.2,电信
1035,TN915.06,电信
1036,TN919.5,电信
1037,TN915.1,电信
1038,TN915.07,电信
1039,TN919.5,电信
1040,TN915.5,电信
1041,TN919,电信
1042,TN915.5,电信
1043,TN919.3,电信
1044,TN919.21,电信
1045,TN919.2,电信
1046,TN92,电信
1047,TN915.5,电信
1048,TN919.3,电信
1049,TN915.07,电信
1050,TN915.07,电信
1051,TN919.5,电信
1052,TN915.07,电信
1053,TN915.6,电信
1054,TN915.07,电信
1055,TN915.07,电信
1056,TN915.6,电信
1057,TN915.04,电信
1058,TN919.72,电信
1059,TN915.07,电信
1060,TN914,电信
1061,TN919.3,电信
1062,TN914,电信
1063,TN927.23,电信
1064,TN915.07,电信
1065,TN915.07,电信
1066,TN915.07,电信
1067,TN915.07,电信
1068,TN915.6,电信
1069,TN929.5,电信
1070,TN915.07,电信
1071,TN919.31,电信
1072,TN915.06,电信
1073,TN914,电信
1074,TN914.53,电信
1075,TN915.5,电信
1076,TN915.07,电信
1077,TN915.5,电信
1078,TN915.5,电信
1079,TN919.3,电信
1080,TN915,电信
1081,TN914.2,电信
1082,TN915.07,电信
1083,TN915.5,电信
1084,TN915.6,电信
1085,TN915.6,电信
1086,TN915.1,电信
1087,TN915.5,电信
1088,TN919.8,电信
1089,TN918.91,电信
1090,TN915.07,电信
1091,TN919.82,电信
1092,TN914,电信
1093,TN915.63,电信
1094,TN919.5,电信
1095,TN919.3,电信
1096,TN915.04,电信
1097,TN915.04,电信
1098,TN915.6,电信
1099,TN941.4,电信
1100,TN915.04,电信
1101,TN919.8,电信
1102,TN915.07,电信
1103,TN915.06,电信
1104,TN919.8,电信
1105,TN915.06,电信
1106,TN915.1,电信
1107,TN919.81,电信
1108,TN919.5,电信
1109,TN914,电信
1110,TN918.91,电信
1111,TN919,电信
1112,TN919.8,电信
1113,TN915.9,电信
1114,TN915.07,电信
1115,TN915.04,电信
1116,TN913.6,电信
1117,TN919.31,电信
1118,TN915.06,电信
1119,TN919.3,电信
1120,TN915.07,电信
1121,TN919.5,电信
1122,TN915.5,电信
1123,TN915.07,电信
1124,TN915.1,电信
1125,TN915.04,电信
1126,TN919.3,电信
1127,TN919.8,电信
1128,TN915.07,电信
1129,TN915.07,电信
1130,TN915.6,电信
1131,TN919.8,电信
1132,TN915.06,电信
1133,TN919.8,电信
1134,TN915.04,电信
1135,TN919.2,电信
1136,TN919.2,电信
1137,TN915.07,电信
1138,TN919.8,电信
1139,TN919.3,电信
1140,TN915.1,电信
1141,TN915.07,电信
1142,TN915.07,电信
1143,TN919.3,电信
1144,TN919.5,电信
1145,TN919.3,电信
1146,TN916.2,电信
1147,TN919.5,电信
1148,TN915.07,电信
1149,TN915.07,电信
1150,TN919.3,电信
1151,TN915.06,电信
1152,TN919.3,电信
1153,TN915.04,电信
1154,TN919.3,电信
1155,TN915,电信
1156,TN919.2,电信
1157,TN915.1,电信
1158,TN915.61,电信
1159,TN915,电信
1160,TN919.8,电信
1161,TN915.5,电信
1162,TN915.07,电信
1163,TN919.5,电信
1164,TN919,电信
1165,TN919.8,电信
1166,TN915.07,电信
1167,TN919.5,电信
1168,TN915.07,电信
1169,TN915.5,电信
1170,TN919.5,电信
1171,TN915.07,电信
1172,TN915.5,电信
1173,TN919.8,电信
1174,TN915.07,电信
1175,TN915.05,电信
1176,TN919.5,电信
1177,TN915.07,电信
1178,TN914.41,电信
1179,TN915.6,电信
1180,TN915,电信
1181,TN915.07,电信
1182,TN915.5,电信
1183,TN915.1,电信
1184,TN919.3,电信
1185,TN915.07,电信
1186,TN927.23,电信
1187,TN915.5,电信
1188,TN915.63,电信
1189,TN919.5,电信
1190,TN915.5,电信
1191,TN919.8,电信
1192,TN916.2,电信
1193,TN915.1,电信
1194,TN919.81,电信
1195,TN919.3,电信
1196,TN918.91,电信
1197,TN919.3,电信
1198,TN915.5,电信
1199,TN919.3,电信
1200,TN919.5,电信
1201,TN915.07,电信
1202,TN915.07,电信
1203,TN919.3,电信
1204,TN915.07,电信
1205,TN919.8,电信
1206,TN915.5,电信
1207,TN915.05,电信
1208,TN919.5,电信
1209,TN914.41,电信
1210,TN915.07,电信
1211,TN915.5,电信
1212,TN915.6,电信
1213,TN915.6,电信
1214,TN919.5,电信
1215,TN918.91,电信
1216,TN915.5,电信
1217,TN919.3,电信
1218,TN918.91,电信
1219,TN915.07,电信
1220,TN918.91,电信
1221,TN919.31,电信
1222,TN915.08,电信
1223,TN915.1,电信
1224,TN919.82,电信
1225,TN919.5,电信
1226,TN919.8,电信
1227,TN915.4,电信
1228,TN915.1,电信
1229,TN915.07,电信
1230,TN915.1,电信
1231,TN919,电信
1232,TN919,电信
1233,TN918.91,电信
1234,TN915,电信
1235,TN915.07,电信
1236,TN919.3,电信
1237,TN919.8,电信
1238,TN919.1,电信
1239,TN918.91,电信
1240,TN919.8,电信
1241,TN919.3,电信
1242,TN915.07,电信
1243,TN918.91,电信
1244,TN915.06,电信
1245,TN919.81,电信
1246,TN919.5,电信
1247,TN915.6,电信
1248,TN913.6,电信
1249,TN915.1,电信
1250,TN915,电信
1251,TN917.81,电信
1252,TN915.07,电信
1253,TN919.3,电信
1254,TN919,电信
1255,TN919.5,电信
1256,TN915.1,电信
1257,TN915.6,电信
1258,TN919.8,电信
1259,TN915,电信
1260,TN919.85,电信
1261,TN919.81,电信
1262,TN915.06,电信
1263,TN914.42,电信
1264,TN915.06,电信
1265,TN915.02,电信
1266,TN918.91,电信
1267,TN915.07,电信
1268,TN915.07,电信
1269,TN915.5,电信
1270,TN915,电信
1271,TN913.6,电信
1272,TN915.06,电信
1273,TN919.5,电信
1274,TN925.93,电信
1275,TN919.3,电信
1276,TN919.72,电信
1277,TN919.3,电信
1278,TN915.07,电信
1279,TN915.07,电信
1280,TN915,电信
1281,TN915.08,电信
1282,TN914,电信
1283,TN919.2,电信
1284,TN919.3,电信
1285,TN915.5,电信
1286,TN918.91,电信
1287,TN915.07,电信
1288,TN919.3,电信
1289,TN915.07,电信
1290,TN915.07,电信
1291,TN919.3,电信
1292,TN915.07,电信
1293,TN919.3,电信
1294,TN915.07,电信
1295,TN915,电信
1296,TN914,电信
1297,TN915.07,电信
1298,TN915,电信
1299,TN915.07,电信
1300,TN914,电信
1301,TN915.14,电信
1302,TN919.5,电信
1303,TN914,电信
1304,TN913.6,电信
1305,TN919.8,电信
1306,TN915,电信
1307,TN918.91,电信
1308,TN915.06,电信
1309,TN929.53,电信
1310,TN915.06,电信
1311,TN919.3,电信
1312,TN914,电信
1313,TN919.5,电信
1314,TN915.07,电信
1315,TN919.8,电信
1316,TN915.06,电信
1317,TN915.07,电信
1318,TN915.07,电信
1319,TN919.5,电信
1320,TN915.6,电信
1321,TN929.53,电信
1322,TN919.3,电信
1323,TN915.07,电信
1324,TN913.6,电信
1325,TN915.14,电信
1326,TN915.06,电信
1327,TN915.07,电信
1328,TN919.3,电信
1329,TN919.1,电信
1330,TN915.06,电信
1331,TN919.8,电信
1332,TN915,电信
1333,TN919.3,电信
1334,TN919.5,电信
1335,TN916.2,电信
1336,TN919.5,电信
1337,TN919,电信
1338,TN915.04,电信
1339,TN914,电信
1340,TN915,电信
1341,TN919.5,电信
1342,TN918.91,电信
1343,TN914,电信
1344,TN919.3,电信
1345,TN915.06,电信
1346,TN919.8,电信
1347,TN919.1,电信
1348,TN919.8,电信
1349,TN914,电信
1350,TN915,电信
1351,TN915.6,电信
1352,TN919.5,电信
1353,TN915.06,电信
1354,TN919.3,电信
1355,TN915.06,电信
1356,TN914,电信
1357,TN915.1,电信
1358,TN919.8,电信
1359,TN915.07,电信
1360,TN915.04,电信
1361,TN915,电信
1362,TN919.85,电信
1363,TN919.72,电信
1364,TN915.06,电信
1365,TN919.8,电信
1366,TN919.5,电信
1367,TN919.3,电信
1368,TN915.07,电信
1369,TN915.1,电信
1370,TN915.06,电信
1371,TN915.2,电信
1372,TN919.31,电信
1373,TN915.07,电信
1374,TN919.5,电信
1375,TN915.07,电信
1376,TN914,电信
1377,TN913.6,电信
1378,TN915.07,电信
1379,TN919.81,电信
1380,TN915.06,电信
1381,TN916.2,电信
1382,TN918.91,电信
1383,TN915.07,电信
1384,TN919.8,电信
1385,TN919.8,电信
1386,TN919.81,电信
1387,TN915.1,电信
1388,TN929.51,电信
1389,TN915.02,电信
1390,TN918,电信
1391,TN918.1,电信
1392,TN918.1,电信
1393,TN919.2,电信
1394,TN915.08,电信
1395,TN919.8,电信
1396,TN915.5,电信
1397,TN914,电信
1398,TN919.3,电信
1399,TN915.07,电信
1400,TN913.6,电信
1401,TN919.8,电信
1402,TN919.31,电信
1403,TN919.3,电信
1404,TN919.5,电信
1405,TN915.07,电信
1406,TN915.07,电信
1407,TN915.61,电信
1408,TN919.85,电信
1409,TN915.5,电信
1410,TN919.3,电信
1411,TN915.07,电信
1412,TN915,电信
1413,TN915.5,电信
1414,TN919.8,电信
1415,TN915.142,电信
1416,TN918,电信
1417,TN913,电信
1418,TN919.5,电信
1419,TN915.1,电信
1420,TN915.07,电信
1421,TN913.6,电信
1422,TN915.07,电信
1423,TN915.63,电信
1424,TN919.8,电信
1425,TN915,电信
1426,TN919.7,电信
1427,TN915.06,电信
1428,TN915.63,电信
1429,TN915.04,电信
1430,TN915,电信
1431,TN919.85,电信
1432,TN914.5,电信
1433,TN915.5,电信
1434,TN914.5,电信
1435,TN918,电信
1436,TN915.1,电信
1437,TN915.07,电信
1438,TN915.07,电信
1439,TN915.1,电信
1440,TN919.5,电信
1441,TN919.2,电信
1442,TN915.02,电信
1443,TN919.85,电信
1444,TN919.82,电信
1445,TN918.91,电信
1446,TN929.51,电信
1447,TN917.81,电信
1448,TN914.5,电信
1449,TN915.07,电信
1450,TN919.8,电信
1451,TN919.81,电信
1452,TN915.5,电信
1453,TN918.1,电信
1454,TN918.1,电信
1455,TN919.81,电信
1456,TN919.5,电信
1457,TN919.8,电信
1458,TN915.04,电信
1459,TN919.81,电信
1460,TN919.3,电信
1461,TN914,电信
1462,"[TN915.08, TN929.5]",电信
1463,"[TN929.53, TN925.93, TN919.85]",电信
1464,TN919.3,电信
1465,TN915.04,电信
1466,TN915.04,电信
1467,TN914,电信
1468,TN919.8,电信
1469,TN919.3,电信
1470,TN919.8,电信
1471,TN919.85,电信
1472,TN915.1,电信
1473,TN915.04,电信
1474,TN919.5,电信
1475,TN919.8,电信
1476,TN915.07,电信
1477,TN915.07,电信
1478,TN913.6,电信
1479,TN919.3,电信
1480,TN915.04,电信
1481,TN919.8,电信
1482,TN915.6,电信
1483,TN915.06,电信
1484,TN915.5,电信
1485,TN915.5,电信
1486,TN915.142,电信
1487,TN914,电信
1488,TN915.06,电信
1489,TN919.2,电信
1490,TN919.5,电信
1491,"[TN915.02, TN915.141]","[电信, 电信]"
1492,TN919.82,电信
1493,TN915.07,电信
1494,TN919.5,电信
1495,TN915.1,电信
1496,TN915.04,电信
1497,TN913.33,电信
1498,TN915,电信
1499,TN915.853,电信
1500,TN915.06,电信
1501,"[F623, F626.5]",电信
1502,TN916.7,电信
1503,TN915.6,电信
1504,TN914.41,电信
1505,"[TN914.52, TN915.05]",电信
1506,TN915.08,电信
1507,TN919.8,电信
1508,TN915.07,电信
1509,TN919.81,电信
1510,TN915.06,电信
1511,TN919.82,电信
1512,TN916.2,电信
1513,TN919.8,电信
1514,TN919.8,电信
1515,TN915.04,电信
1516,TN915.04,电信
1517,TN913.8,电信
1518,TN919.85,电信
1519,TN919.72,电信
1520,"[TN912.13, R197.1]",电信
1521,TN919.82,电信
1522,TN919.8,电信
1523,TN917.8,电信
1524,TN919.81,电信
1525,TN92,电信
1526,TN919.8,电信
1527,TM78,电信
1528,TN915.06,电信
1529,TN919.5,电信
1530,TN915.07,电信
1531,TN915.853,电信
1532,TN915,电信
1533,TN913.33,电信
1534,TN916.2,电信
1535,TN914,电信
1536,TN918.6,电信
1537,TN919.85,电信
1538,TN918.4,电信
1539,TN919.81,电信
1540,TN915.09,电信
1541,TN919.3,电信
1542,TN919.8,电信
1543,TN916.2,电信
1544,TN919.8,电信
1545,TN919.8,电信
1546,TN919.85,电信
1547,TN915.853,电信
1548,TN918.2,电信
1549,TN915.1,电信
1550,TN919.2,电信
1551,TN919.82,电信
1552,TN914.5,电信
1553,TN915.09,电信
1554,TN913.3,电信
1555,F626,电信
1556,TN915.07,电信
1557,TN916.2,电信
1558,"[TN915.01, TN929.5]",电信
1559,TN915.07,电信
1560,TN99,电信
1561,TN916.2,电信
1562,TN915.07,电信
1563,TN915.62,电信
1564,TN914.41,电信
1565,TN915.6,电信
1566,"[TN914.52, TN915.05]",电信
1567,TN915.08,电信
1568,TN919.8,电信
1569,TN915.04,电信
1570,TN918.4,电信
1571,TN919.8,电信
1572,"[F623, F626.5]",电信
1573,TN915.06,电信
1574,TN916.7,电信
1575,TN913.3,电信
1576,TN919.72,电信
1577,TN919.81,电信
1578,TN915.06,电信
1579,TN915.02,电信
1580,TN915.07,电信
1581,TN918.6,电信
1582,TN918.2,电信
1583,TN915,电信
1584,TN919.8,电信
1585,TN915.05,电信
1586,"[F626.5, TP393.4]",电信
1587,TN915.1,电信
1588,TN918.2,电信
1589,TN919,电信
1590,TN919.85,电信
1591,TN913.8,电信
1592,TN916.2,电信
1593,TN914,电信
1594,TN919.8,电信
1595,TN918.4,电信
1596,TN92,电信
1597,TN919.81,电信
1598,TN919.8,电信
1599,TN915.04,电信
1600,TN918.2,电信
1601,TN919.8,电信
1602,TM78,电信
1603,TN919.82,电信
1604,TN918.6,电信
1605,TN915.06,电信
1606,TN919.85,电信
1607,TN917.8,电信
1608,TN915.07,电信
1609,TN919.8,电信
1610,TN919.81,电信
1611,TN915,电信
1612,TN915.06,电信
1613,TN919.6,电信
1614,TN915.02,电信
1615,TN918.6,电信
1616,TN929.5,电信
1617,TN919,电信
1618,TN915.06,电信
1619,TN915.07,电信
1620,TN915,电信
1621,TN919.8,电信
1622,TN915.07,电信
1623,TN929.5,电信
1624,TN915.07,电信
1625,TN929.5,电信
1626,TN915.07,电信
1627,TP393.4,电信
1628,TN919.8,电信
1629,"[TN915.07, TN915.9]",电信
1630,TN919.8,电信
1631,TN918.2,电信
1632,TN918.91,电信
1633,TN915.08,电信
1634,TM78,电信
1635,"[TN929.11, TN916.1]",电信
1636,TN918.6,电信
1637,TN918.6,电信
1638,TN916.2,电信
1639,TN919.82,电信
1640,TN915,电信
1641,TN915.08,电信
1642,TN919.8,电信
1643,TN915.5,电信
1644,TN919.2,电信
1645,TN918.2,电信
1646,TN919.8,电信
1647,TN918,电信
1648,TN915.08,电信
1649,TN919.72,电信
1650,TN918.6,电信
1651,TN916.2,电信
1652,TN915.61,电信
1653,TN918.2,电信
1654,TN915.04,电信
1655,TN919.8,电信
1656,TN919,电信
1657,TN918.2,电信
1658,TN919.8,电信
1659,TN915,电信
1660,TN915.04,电信
1661,TN918.2,电信
1662,TN919.85,电信
1663,TN915.09,电信
1664,TN915.09,电信
1665,TN914.3,电信
1666,TN919,电信
1667,TN929.5,电信
1668,TN916.2,电信
1669,TN918.6,电信
1670,TN915.07,电信
1671,TN915.08,电信
1672,TN915.07,电信
1673,TN915.853,电信
1674,TN917.8,电信
1675,TN915,电信
1676,TN919.8,电信
1677,TN918.2,电信
1678,TN919.82,电信
1679,TN919.82,电信
1680,TN915.04,电信
1681,TN915,电信
1682,TN915,电信
1683,TN915.09,电信
1684,TN915,电信
1685,TN915.07,电信
1686,TN919,电信
1687,TP393.1,电信
1688,TN919.85,电信
1689,TN918.2,电信
1690,TN916.2,电信
1691,TN913.3,电信
1692,TN919.82,电信
1693,TN92,电信
1694,TN915.09,电信
1695,TP393.4,"[工程和技术研究与试验发展, 电信]"
1696,P333.2,"[公共软件服务, 电信]"
1697,"[TN929.5, TP319]","[公共软件服务, 电信]"
1698,TP319,"[公共软件服务, 电信]"
1699,"[F626, TP319]","[公共软件服务, 电信]"
1700,TD654,"[电信, 通信设备制造]"
1701,"[F719, TN929.53]","[公共软件服务, 电信]"
1702,F719,"[公共软件服务, 电信]"
1703,TN929.5,"[电信, 公共软件服务]"
1704,"[TN821.91, TN929.53]","[通信设备制造, 电信]"
1705,P333.2,"[公共软件服务, 电信]"
1706,TN929.53,"[工程和技术研究与试验发展, 电信]"
1707,"[TN929.5, TP319]","[公共软件服务, 电信]"
1708,TP319,"[公共软件服务, 电信]"
1709,TP393.4,"[工程和技术研究与试验发展, 电信]"
1710,TN929.1,"[通信设备制造, 电信]"
1711,TN911.23,"[电信, 通信设备制造]"
1712,TN912.34,"[公共软件服务, 电信]"
1713,"[TU858, TS976.9]","[电信, 通信设备制造]"
1714,TP319,"[公共软件服务, 电信]"
1715,"[TP319, TN876.32]","[公共软件服务, 电信]"
1716,F626.5,"[公共软件服务, 电信]"
1717,TN929.5,"[工程技术与规划管理, 电信]"
1718,"[TN929.5, T-651]","[工程和技术研究与试验发展, 电信]"
1719,TN912.3,"[公共软件服务, 电信]"
1720,F590.8,"[公共软件服务, 电信]"
1721,TN929.5,"[公共软件服务, 电信]"
1722,TN915.05,"[公共软件服务, 电信]"
1723,F626,"[社会人文科学研究与试验发展, 电信]"
1724,TN915.02,"[电信, 公共软件服务]"
1725,TN929.12,"[工程和技术研究与试验发展, 电信]"
1726,TN925.93,"[通信设备制造, 电信]"
1727,"[TN915.05, T-651]","[电信, 通信设备制造]"
1728,TN929.11,"[公共软件服务, 电信]"
1729,TN929.53,"[电子器件制造, 电信]"
1730,TN929.1,"[通信设备制造, 电信]"
1731,TN929.53,"[电信, 公共软件服务]"
1732,TN929.53,"[工程和技术研究与试验发展, 电信]"
1733,TP319,"[公共软件服务, 电信]"
1734,TN929.5,"[电信, 公共软件服务]"
1735,"[TN915.06, T-652.2]","[电信, 技术检测]"
1736,"[D63, TN915.0]","[电信, 公共软件服务]"
1737,"[TN929.5, T-651]","[工程和技术研究与试验发展, 电信]"
1738,TN911.23,"[电信, 通信设备制造]"
1739,"[TU858, TS976.9]","[电信, 通信设备制造]"
1740,"[TN929.53, TD655.3]","[电信, 公共软件服务]"
1741,TN929.53,"[工程和技术研究与试验发展, 电信]"
1742,TP316,"[公共软件服务, 电信]"
1743,TN915.05,"[工程和技术研究与试验发展, 电信]"
1744,TN929.53,"[电信, 公共软件服务]"
1745,TN929.5,"[公共软件服务, 电信]"
1746,TN915.5,"[电信, 公共软件服务]"
1747,TN915.5,"[公共软件服务, 电信]"
1748,TP319,"[公共软件服务, 电信]"
1749,"[TM78, TP393.03]","[工程技术与规划管理, 电信]"
1750,TN915.05,"[公共软件服务, 电信]"
1751,"[TN929.5, TN925]","[电信, 通信设备制造]"
1752,TN929.53,"[电信, 公共软件服务]"
1753,TN912.3,"[电信, 公共软件服务]"
1754,TP319,"[公共软件服务, 电信]"
1755,TN929.53,"[电信, 通信设备制造]"
1756,TN915.08,"[电信, 公共软件服务]"
1757,"[D625, TN915.0]","[电信, 公共软件服务]"
1758,TN919.5,"[电信, 国家行政机构]"
1759,TN929.5,"[电信, 公共软件服务]"
1760,TN919.2,"[公共软件服务, 电信]"
1761,"[TN929.5, TN915.04]","[工程和技术研究与试验发展, 电信]"
1762,TN929.5,"[公共软件服务, 电信]"
1763,"[TN915.06, T-652.1]","[电信, 通信设备制造]"
1764,TP316,"[电信, 公共软件服务]"
1765,"[TN915.6, T-652.2]","[电信, 通信设备制造]"
1766,F626,"[工程和技术研究与试验发展, 电信]"
1767,TP393.0,"[通信设备制造, 电信]"
1768,F626,"[社会人文科学研究与试验发展, 电信]"
1769,"[TN915.6, TN915.05]","[公共软件服务, 电信]"
1770,F623,"[电信, 通信设备制造]"
1771,TP315,"[公共软件服务, 电信]"
1772,"[TN915.08, T-652.2]","[电信, 公共软件服务]"
1773,TN915.6,"[电信, 公共软件服务]"
1774,F713.36,"[公共软件服务, 电信]"
1775,TN929.11,"[通信设备制造, 电信]"
1776,TN929.53,"[公共软件服务, 电信]"
1777,TN915.04,"[工程和技术研究与试验发展, 电信]"
1778,TN915.5,"[电信, 公共软件服务]"
1779,TP319,"[公共软件服务, 电信]"
1780,TP316,"[电信, 公共软件服务]"
1781,F623,"[电信, 通信设备制造]"
1782,F713.36,"[公共软件服务, 电信]"
1783,TN915.08,"[电信, 公共软件服务]"
1784,TN915.142,"[电信, 公共软件服务]"
1785,TN919.5,"[电信, 国家行政机构]"
1786,TN929.5,电信
1787,"[TN916.2, TN919]",电信
1788,TN911.3,电信
1789,"[TN915.63, TN915.01]",电信
1790,TN915.5,电信
1791,"[TV929.5, TV915.05-65]",电信
1792,"[TM78, TN915.6]",电信
1793,TN913.6,电信
1794,"[TN919.85, TN919.31]",电信
1795,TN915.853,电信
1796,"[TN919.3, TN919.1, TN919.72]",电信
1797,"[TP311.1, F618.3]",电信
1798,TN915.07,电信
1799,"[TN929.11, TN929.12, TN923]",电信
1800,TN929.5,电信
1801,TN916.2,电信
1802,TN919.82,电信
1803,TN915.853,电信
1804,TN915.63,电信
1805,"[TN929.5, F623, TN915]",电信
1806,"[TN915, TN929.5]",电信
1807,"[TN929.5, TN912.207-65, TN948.63-65]",电信
1808,"[TN914.3, TN929.52]",电信
1809,TN929.5,电信
1810,TN913.6,电信
1811,U285.4,电信
1812,TN919.6,电信
1813,"[TN929.5, TP393]",电信
1814,"[TN919.3, TN919.72, TN761]",电信
1815,"[TN915.2, TN915.05]",电信
1816,TN912.206,电信
1817,TN919.8,电信
1818,TN916.2,电信
1819,TN919.72,电信
1820,"[TN915.01, TN925.93]",电信
1821,TP393.08,电信
1822,"[TP393.07, TN919.7, TN929.5]",电信
1823,"[TN925, S762]",电信
1824,"[TP393.07-65, TN929.5-65]",电信
1825,TN915.07,电信
1826,TN915.63,电信
1827,"[TN925.93, TN915.05]",电信
1828,TN915.63,电信
1829,TN915.6,电信
1830,"[TN929.5, TN919.2, TP311.5]",电信
1831,TN99,电信
1832,TN916.2,电信
1833,TN915.5,电信
1834,"[TN915.63, TP393.1]",电信
1835,"[TN919.2, TN919.72]",电信
1836,"[TN925.93, TN925.1]",电信
1837,"[TN914.52, TN929.532]",电信
1838,F623,电信
1839,TN919.26,电信
1840,"[TP393.06, TP393.07]",电信
1841,TN915.6,电信
1842,"[TN913.33, F626]",电信
1843,"[TN914.52, TN929.532]",电信
1844,TN919.31,电信
