,cnLibCat,ecoCat
5921,"[F270.7, F273]",社会人文科学研究与试验发展
5922,F327,社会人文科学研究与试验发展
5923,F239.1,公共软件服务
5924,"[TP319, F273.1]",公共软件服务
5925,"[F271, F276.1]",社会人文科学研究与试验发展
5926,"[F426.1, F424.1]",社会人文科学研究与试验发展
5927,"[TP315, F740.45, F830.46]",公共软件服务
5928,F407.2,社会人文科学研究与试验发展
5929,F062.2,社会人文科学研究与试验发展
5930,F272,工程和技术研究与试验发展
5931,"[F273, TP316]",公共软件服务
5932,F273,公共软件服务
5933,F512.7,社会人文科学研究与试验发展
5934,"[F276.3, TP319]",公共软件服务
5935,F273.1,社会人文科学研究与试验发展
5936,F291,社会人文科学研究与试验发展
5937,F592.6,社会人文科学研究与试验发展
5938,F618.1,公共软件服务
5939,F253.4,公共软件服务
5940,"[F618.3, F830.49]",公共软件服务
5941,F719,社会人文科学研究与试验发展
5942,F273,社会人文科学研究与试验发展
5943,F303.3,社会人文科学研究与试验发展
5944,F253.9,公共软件服务
5945,F592.7,社会人文科学研究与试验发展
5946,F127,社会人文科学研究与试验发展
5947,F303.4,社会人文科学研究与试验发展
5948,F327,社会人文科学研究与试验发展
5949,F127,社会人文科学研究与试验发展
5950,F303.3,社会人文科学研究与试验发展
5951,F276.3,社会人文科学研究与试验发展
5952,F127,社会人文科学研究与试验发展
5953,"[TP309.2, F273]",公共软件服务
5954,"[C915, F83]",社会人文科学研究与试验发展
5955,F301.24,社会人文科学研究与试验发展
5956,F719,社会人文科学研究与试验发展
5957,F303.3,社会人文科学研究与试验发展
5958,F273,社会人文科学研究与试验发展
5959,"[F273, TP316]",公共软件服务
5960,F272,工程和技术研究与试验发展
5961,F062.2,社会人文科学研究与试验发展
5962,F127,社会人文科学研究与试验发展
5963,F592.7,社会人文科学研究与试验发展
5964,"[F276.3, TP319]",公共软件服务
5965,"[TP392, F253]",公共软件服务
5966,F273.1,社会人文科学研究与试验发展
5967,"[TP391.9, F592.99]",公共软件服务
5968,"[TP315, F274]",公共软件服务
5969,F618.1,公共软件服务
5970,"[TP393.02, F270.7]",公共软件服务
5971,F127,社会人文科学研究与试验发展
5972,F540.5,"[社会人文科学研究与试验发展, 道路运输辅助活动]"
5973,F830.94,社会人文科学研究与试验发展
5974,F407.3,社会人文科学研究与试验发展
5975,F616.3,公共软件服务
5976,"[F275.3, F270.7]",公共软件服务
5977,F291,社会人文科学研究与试验发展
5978,F427,公共软件服务
5979,F127,社会人文科学研究与试验发展
5980,F272,社会人文科学研究与试验发展
5981,"[TP392, F293.35]","[公共软件服务, 房地产开发经营]"
5982,"[F752.65, F760.6]","[工程和技术研究与试验发展, 技术检测]"
5983,F127,社会人文科学研究与试验发展
5984,"[F713.582, F762]",社会人文科学研究与试验发展
5985,"[F424.3, C934]",社会人文科学研究与试验发展
5986,F276.3,社会人文科学研究与试验发展
5987,F127,社会人文科学研究与试验发展
5988,"[TP317.1, F812.42]",公共软件服务
5989,F270,咨询与调查
5990,F250,社会人文科学研究与试验发展
5991,F830.593,公共软件服务
5992,"[F840.684, R197.1]","[社会人文科学研究与试验发展, 社会保障业]"
5993,F713.36,"[公共软件服务, 文化、办公用机械制造]"
5994,F270,工程和技术研究与试验发展
5995,F550.3,社会人文科学研究与试验发展
5996,"[F830.49, TP319]",公共软件服务
5997,F127,社会人文科学研究与试验发展
5998,F303,社会人文科学研究与试验发展
5999,"[F812.2, TP319]",公共软件服务
6000,F592.7,社会人文科学研究与试验发展
6001,"[TP273, TP393.18, F273]","[通用仪器仪表制造, 公共软件服务]"
6002,F540.3,社会人文科学研究与试验发展
6003,F276.44,社会人文科学研究与试验发展
6004,F830.94,社会人文科学研究与试验发展
6005,F272.3,工程和技术研究与试验发展
6006,"[TP319, F812.42]","[公共软件服务, 国家行政机构]"
6007,F407.471,公共软件服务
6008,F253.9,"[专用仪器仪表制造, 公共软件服务]"
6009,"[F616.3, F618.1]","[国家邮政, 公共软件服务]"
6010,F532.1,"[社会人文科学研究与试验发展, 国家行政机构]"
6011,"[F326.27, F326.23]",社会人文科学研究与试验发展
6012,F127,社会人文科学研究与试验发展
6013,"[F326.23, F832.43]",社会人文科学研究与试验发展
6014,F303.3,社会人文科学研究与试验发展
6015,F590.7,社会人文科学研究与试验发展
6016,"[TP319, F812.42]","[公共软件服务, 国家行政机构]"
6017,F540.3,"[工程技术与规划管理, 社会人文科学研究与试验发展]"
6018,F590.7,社会人文科学研究与试验发展
6019,F407.471,公共软件服务
6020,F550.3,社会人文科学研究与试验发展
6021,F303,社会人文科学研究与试验发展
6022,"[F618, TP319]",工程和技术研究与试验发展
6023,"[F830.49, TP319]",公共软件服务
6024,F127,社会人文科学研究与试验发展
6025,F426.61,"[社会人文科学研究与试验发展, 公共软件服务]"
6026,F270.7,公共软件服务
6027,"[F812.2, TP319]",公共软件服务
6028,"[F326.23, F832.43]",社会人文科学研究与试验发展
6029,F270,咨询与调查
6030,F127,社会人文科学研究与试验发展
6031,F271,企业管理服务
6032,F303.3,社会人文科学研究与试验发展
6033,F276.44,社会人文科学研究与试验发展
6034,F127,社会人文科学研究与试验发展
6035,"[F326.27, F326.23]",社会人文科学研究与试验发展
6036,F832.43,社会人文科学研究与试验发展
6037,F719.9,"[社会人文科学研究与试验发展, 市场管理]"
6038,F713.36,互联网信息服务
6039,F301.2,"[测绘服务, 其他房地产活动]"
6040,F592.7,社会人文科学研究与试验发展
6041,F403.6,社会人文科学研究与试验发展
6042,F540.3,公共软件服务
6043,"[F270, F273]",社会人文科学研究与试验发展
6044,F253.9,"[社会人文科学研究与试验发展, 公共软件服务]"
6045,F427,社会人文科学研究与试验发展
6046,F327,社会人文科学研究与试验发展
6047,"[TP392, F293.35]",公共软件服务
6048,F830.49,商业银行
6049,F252.2,"[工程技术与规划管理, 公共软件服务]"
6050,F320.3,"[社会人文科学研究与试验发展, 工程技术与规划管理]"
6051,F618,公共软件服务
6052,F323.1,社会人文科学研究与试验发展
6053,F276.7,社会人文科学研究与试验发展
6054,F270.7,公共软件服务
6055,F273,公共软件服务
6056,F618,公共软件服务
6057,F618.3,公共软件服务
6058,F291,社会人文科学研究与试验发展
6059,F830.49,商业银行
6060,F273,公共软件服务
6061,F323.89,社会人文科学研究与试验发展
6062,F270.7,公共软件服务
6063,"[TP274.51, F618.1]","[通用仪器仪表制造, 电子计算机制造]"
6064,F832.43,社会人文科学研究与试验发展
6065,F253.9,社会人文科学研究与试验发展
6066,F233,咨询与调查
6067,F253.9,公共软件服务
6068,F323.7,社会人文科学研究与试验发展
6069,F713.56,公共软件服务
6070,F426.63,社会人文科学研究与试验发展
6071,F303.3,社会人文科学研究与试验发展
6072,F253,社会人文科学研究与试验发展
6073,F592.7,"[环境监测, 社会人文科学研究与试验发展]"
6074,F592.7,社会人文科学研究与试验发展
6075,"[F273, TP319]",公共软件服务
6076,"[TP274.2, TP392, F293.35]",公共软件服务
6077,F426.81,社会人文科学研究与试验发展
6078,F252.2,"[工程技术与规划管理, 公共软件服务]"
6079,F276.44,社会人文科学研究与试验发展
6080,"[P618.11, F420, F426.61]",社会人文科学研究与试验发展
6081,F127,社会人文科学研究与试验发展
6082,"[F832.479, TP319]","[公共软件服务, 商业银行]"
6083,"[TP315, F832.479]",公共软件服务
6084,F127,社会人文科学研究与试验发展
6085,F301.2,社会人文科学研究与试验发展
6086,F270.7,公共软件服务
6087,F303.3,技术推广服务
6088,F303.3,"[公共软件服务, 农业服务业]"
6089,"[F425.14, F426.7]",社会人文科学研究与试验发展
6090,F224.33,社会人文科学研究与试验发展
6091,"[F618, TP319]","[公共软件服务, 国家邮政]"
6092,F224.5,科技中介服务
6093,F407.9,社会人文科学研究与试验发展
6094,F403.6,社会人文科学研究与试验发展
6095,F326.22,社会人文科学研究与试验发展
6096,"[F204, F224.5]",社会人文科学研究与试验发展
6097,"[P618.11, F420, F426.61]",社会人文科学研究与试验发展
6098,"[F832.479, TP319]","[公共软件服务, 商业银行]"
6099,F301.24,农业服务业
6100,"[TP315, F812.423]","[公共软件服务, 国家行政机构]"
6101,"[F426.41, F424.3]",社会人文科学研究与试验发展
6102,F127,社会人文科学研究与试验发展
6103,F618.3,公共软件服务
6104,F127,社会人文科学研究与试验发展
6105,F291,社会人文科学研究与试验发展
6106,F270.7,社会人文科学研究与试验发展
6107,"[TP315, F832.479]",公共软件服务
6108,F303.3,技术推广服务
6109,F276.44,社会人文科学研究与试验发展
6110,F303.3,社会人文科学研究与试验发展
6111,F301.2,社会人文科学研究与试验发展
6112,F253.9,公共软件服务
6113,F253.9,社会人文科学研究与试验发展
6114,F407.9,社会人文科学研究与试验发展
6115,F592.7,"[环境监测, 社会人文科学研究与试验发展]"
6116,F253,社会人文科学研究与试验发展
6117,F273.2,社会人文科学研究与试验发展
6118,"[F618, TP319]","[公共软件服务, 国家邮政]"
6119,F303,社会人文科学研究与试验发展
6120,F275.3,社会人文科学研究与试验发展
6121,F426.81,社会人文科学研究与试验发展
6122,"[R951, F426.7]",社会人文科学研究与试验发展
6123,F127,社会人文科学研究与试验发展
6124,"[TP319, F272.92]",公共软件服务
6125,F127,社会人文科学研究与试验发展
6126,F49,社会人文科学研究与试验发展
6127,F127,社会人文科学研究与试验发展
6128,F291,社会人文科学研究与试验发展
6129,F812.45,社会人文科学研究与试验发展
6130,F618,国家邮政
6131,"[F592.3, TP316]",公共软件服务
6132,F241.4,社会人文科学研究与试验发展
6133,F426.472,公共软件服务
6134,F427,社会人文科学研究与试验发展
6135,F127,社会人文科学研究与试验发展
6136,"[F425.3, F426.63]","[环保、社会公共安全及其他专用设备制造, 企业管理服务]"
6137,F273.2,社会人文科学研究与试验发展
6138,"[F840.684, D632.1]","[社会人文科学研究与试验发展, 社会保障业]"
6139,F127,社会人文科学研究与试验发展
6140,"[F120.3, F124.5]",社会人文科学研究与试验发展
6141,F407.23,互联网信息服务
6142,F427,社会人文科学研究与试验发展
6143,"[F253.9, TP319]",公共软件服务
6144,F403,社会人文科学研究与试验发展
6145,"[TP274.51, F618.1]","[通用仪器仪表制造, 电子计算机制造]"
6146,F752.62,基础研究
6147,"[TP315, F273.4]",公共软件服务
6148,"[F270.7, C931.6]",社会人文科学研究与试验发展
6149,F270,社会人文科学研究与试验发展
6150,F320.3,社会人文科学研究与试验发展
6151,F719,社会人文科学研究与试验发展
6152,F273,"[社会人文科学研究与试验发展, 公共软件服务]"
6153,"[F274, TP315]",公共软件服务
6154,F542,基础研究
6155,F301.24,社会人文科学研究与试验发展
6156,F830.49,"[公共软件服务, 商业银行]"
6157,"[F426.1, F812.3]",社会人文科学研究与试验发展
6158,"[P208, F301.5]",其他房地产活动
6159,"[F301.24, X321.013]",社会人文科学研究与试验发展
6160,F270.7,社会人文科学研究与试验发展
6161,F832.2,基础研究
6162,F719,社会人文科学研究与试验发展
6163,"[P621, F301.23]","[工程技术与规划管理, 社会人文科学研究与试验发展]"
6164,F426.61,基础研究
6165,F301.23,"[其他房地产活动, 工程技术与规划管理]"
6166,"[TP391.9, F590.63]",公共软件服务
6167,F532.6,"[公共软件服务, 铁路货物运输]"
6168,F253.4,社会人文科学研究与试验发展
6169,"[F301.24, S281]","[其他房地产活动, 工程技术与规划管理]"
6170,F416.67,公共软件服务
6171,F416.23,社会人文科学研究与试验发展
6172,F303.3,社会人文科学研究与试验发展
6173,F424.6,社会人文科学研究与试验发展
6174,F293.33,社会人文科学研究与试验发展
6175,F293.3,社会人文科学研究与试验发展
6176,F626,公共软件服务
6177,"[TP319, F274]",公共软件服务
6178,F326.3,社会人文科学研究与试验发展
6179,"[F403, F407.7]",社会人文科学研究与试验发展
6180,F752.7,软科学
6181,F426.4,基础研究
6182,F323.2,农业科学研究与试验发展
6183,F270.7,基础研究
6184,F127,社会人文科学研究与试验发展
6185,F270.7,公共软件服务
6186,"[F832.3, TP311.52]",公共软件服务
6187,F327,社会人文科学研究与试验发展
6188,F276.44,社会人文科学研究与试验发展
6189,F273,社会人文科学研究与试验发展
6190,F713.5,社会人文科学研究与试验发展
6191,F224,基础研究
6192,"[TV73, F049]","[社会人文科学研究与试验发展, 金属废料和碎屑的加工处理]"
6193,"[F326.3, F426.82]",社会人文科学研究与试验发展
6194,F752.5,基础研究
6195,F740.43,基础研究
6196,F830.49,"[公共软件服务, 商业银行]"
6197,"[F426.1, F812.3]",社会人文科学研究与试验发展
